db 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17
db 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17
db 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17
db 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17
db 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17
db 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17
db 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17
db 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17
db 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17
db 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17
db 17, 17, 17, 17, 17, 17, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
db 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
db 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
db 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
db 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
db 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
db 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
db 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
db 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
db 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
db 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0
db 0, 0, 0, 0, 0, 0, 0, 0, 183, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
db 0, 0, 0, 0, 0, 0, 0, 0, 183, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
db 0, 0, 0, 0, 0, 0, 0, 0, 183, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
db 0, 0, 0, 0, 0, 0, 0, 0, 183, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
db 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
db 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0
db 0, 17, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
db 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
db 0, 0, 18, 20, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
db 0, 0, 0, 18, 20, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
db 17, 17, 0, 0, 184, 4, 4, 4, 112, 0, 0, 0, 0, 183, 4, 40, 40, 4, 17, 0
db 0, 0, 0, 0, 184, 4, 4, 4, 112, 0, 0, 0, 0, 112, 4, 40, 40, 4, 17, 0
db 0, 0, 0, 0, 184, 4, 4, 4, 112, 0, 0, 0, 0, 112, 4, 40, 40, 4, 17, 0
db 0, 0, 0, 0, 184, 4, 4, 4, 112, 0, 0, 0, 0, 112, 4, 40, 40, 4, 17, 0
db 0, 0, 0, 0, 0, 0, 112, 4, 4, 4, 17, 0, 0, 0, 184, 112, 112, 112, 17, 0
db 0, 0, 0, 0, 0, 0, 112, 4, 4, 112, 0, 0, 0, 0, 0, 112, 40, 40, 4, 184
db 0, 0, 0, 0, 0, 0, 0, 111, 40, 40, 112, 0, 0, 0, 0, 0, 112, 4, 4, 4
db 184, 0, 0, 0, 0, 0, 0, 17, 4, 4, 112, 17, 0, 0, 0, 0, 184, 112, 183, 112
db 184, 0, 0, 0, 0, 0, 0, 0, 23, 30, 15, 15, 28, 0, 0, 0, 19, 24, 27, 28
db 25, 17, 0, 0, 0, 0, 0, 0, 0, 23, 30, 15, 15, 28, 0, 0, 0, 19, 24, 27
db 28, 25, 17, 0, 0, 0, 0, 17, 17, 0, 0, 4, 40, 39, 12, 39, 4, 184, 0, 4
db 40, 40, 40, 40, 40, 4, 0, 0, 0, 0, 0, 4, 40, 39, 12, 39, 4, 184, 0, 4
db 40, 40, 40, 40, 40, 4, 0, 0, 0, 0, 0, 4, 40, 39, 12, 39, 4, 184, 0, 4
db 40, 40, 40, 40, 40, 4, 0, 0, 0, 0, 0, 4, 40, 39, 12, 39, 4, 184, 0, 4
db 40, 40, 40, 40, 40, 4, 0, 0, 0, 0, 0, 17, 4, 40, 12, 64, 39, 40, 184, 0
db 112, 40, 40, 40, 40, 40, 184, 0, 0, 0, 0, 0, 4, 40, 40, 64, 12, 4, 0, 0
db 17, 4, 40, 40, 40, 40, 40, 183, 0, 0, 0, 0, 0, 111, 40, 40, 64, 12, 4, 184
db 0, 17, 4, 40, 40, 40, 40, 40, 183, 0, 0, 0, 0, 17, 4, 40, 12, 12, 40, 112
db 0, 0, 112, 40, 40, 40, 40, 40, 112, 0, 0, 0, 0, 0, 25, 15, 15, 15, 15, 15
db 27, 0, 19, 30, 15, 15, 15, 15, 29, 20, 0, 0, 0, 0, 0, 25, 15, 15, 15, 15
db 15, 27, 0, 19, 30, 15, 15, 15, 15, 29, 20, 0, 0, 0, 17, 17, 0, 112, 40, 12
db 88, 88, 12, 40, 40, 4, 40, 40, 40, 40, 40, 40, 40, 183, 0, 0, 0, 112, 40, 12
db 88, 88, 12, 40, 40, 4, 40, 40, 40, 40, 40, 40, 40, 184, 0, 0, 0, 112, 40, 12
db 88, 88, 12, 40, 40, 4, 40, 40, 40, 40, 40, 40, 40, 184, 0, 0, 0, 112, 40, 12
db 88, 88, 12, 40, 40, 4, 40, 40, 40, 40, 40, 40, 40, 183, 0, 0, 0, 0, 4, 40
db 12, 87, 88, 39, 40, 4, 112, 40, 40, 40, 40, 40, 40, 40, 17, 0, 0, 0, 184, 40
db 39, 63, 29, 12, 40, 112, 184, 4, 40, 40, 40, 40, 40, 40, 4, 0, 0, 0, 0, 184
db 40, 39, 88, 29, 12, 40, 4, 112, 4, 40, 40, 40, 40, 40, 40, 4, 0, 0, 0, 0
db 112, 40, 12, 30, 88, 40, 40, 112, 112, 40, 40, 40, 40, 40, 40, 40, 184, 0, 0, 0
db 20, 15, 15, 15, 15, 15, 15, 15, 27, 29, 15, 15, 15, 15, 15, 15, 30, 17, 0, 0
db 0, 20, 15, 15, 15, 15, 15, 15, 15, 27, 29, 15, 15, 15, 15, 15, 15, 30, 17, 0
db 0, 17, 17, 0, 112, 39, 30, 63, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40
db 4, 17, 0, 0, 112, 39, 30, 63, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40
db 4, 0, 0, 0, 112, 39, 30, 63, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40
db 4, 0, 0, 0, 112, 39, 30, 63, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40
db 4, 0, 0, 0, 0, 4, 12, 30, 64, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40
db 40, 112, 0, 0, 0, 184, 40, 88, 29, 39, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40
db 40, 40, 17, 0, 0, 0, 112, 40, 88, 87, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40
db 40, 40, 4, 0, 0, 0, 0, 4, 12, 15, 64, 40, 40, 40, 40, 40, 40, 40, 40, 40
db 40, 40, 40, 184, 0, 0, 0, 25, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15
db 15, 15, 15, 15, 19, 0, 0, 0, 25, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15
db 15, 15, 15, 15, 15, 19, 0, 0, 17, 17, 0, 112, 39, 65, 39, 40, 40, 40, 40, 40
db 40, 40, 40, 40, 40, 40, 40, 112, 0, 0, 0, 112, 39, 65, 39, 40, 40, 40, 40, 40
db 40, 40, 40, 40, 40, 40, 40, 112, 0, 0, 0, 112, 39, 65, 39, 40, 40, 40, 40, 40
db 40, 40, 40, 40, 40, 40, 40, 112, 0, 0, 0, 112, 39, 65, 39, 40, 40, 40, 40, 40
db 40, 40, 40, 40, 40, 40, 40, 112, 0, 0, 0, 0, 4, 12, 63, 40, 40, 40, 40, 40
db 40, 40, 40, 40, 40, 40, 40, 40, 184, 0, 0, 0, 184, 40, 64, 12, 40, 40, 40, 40
db 40, 40, 40, 40, 40, 40, 40, 40, 4, 0, 0, 0, 0, 112, 40, 63, 12, 40, 40, 40
db 40, 40, 40, 40, 40, 40, 40, 40, 40, 4, 0, 0, 0, 0, 4, 12, 65, 40, 40, 40
db 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 184, 0, 0, 0, 25, 15, 15, 15, 15, 15
db 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 29, 17, 0, 0, 0, 25, 15, 15, 15, 15
db 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 29, 17, 0, 0, 17, 17, 0, 184, 40
db 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 4, 17, 0, 0, 0, 184, 40
db 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 4, 184, 0, 0, 0, 184, 40
db 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 4, 184, 0, 0, 0, 184, 40
db 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 4, 184, 0, 0, 0, 0, 112
db 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 112, 0, 0, 0, 0, 0
db 4, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 4, 0, 0, 0, 0
db 17, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 4, 0, 0, 0
db 0, 111, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 184, 0, 0
db 0, 232, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 160, 0, 0
db 0, 0, 232, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 160, 0
db 0, 0, 17, 17, 0, 0, 184, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 4
